Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Análise;Data Recusa;Data Finalização;Prazo Resposta;Prazo Analise Gestor;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;F;entre 21 a 30 anos;2025;12;16/12/2025;14/01/2026;14/01/2026;30/12/2025;2026-02-04;10/01/2026;15;14;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;M;entre 31 a 40 anos;2025;12;16/12/2025;;13/01/2026;31/12/2025;2026-02-04;08/01/2026;13;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 21 a 30 anos;2025;12;16/12/2025;;13/01/2026;29/12/2025;2026-02-04;10/01/2026;15;;Casas Bahia;Varejo;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Venda casada (garantia estendida, seguro, cursos etc);Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Itapevi;F;entre 41 a 50 anos;2025;12;16/12/2025;12/01/2026;05/01/2026;18/12/2025;2026-02-02;13/01/2026;18;9;Cartões Itaú;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Serafina Corrêa;F;entre 21 a 30 anos;2025;12;16/12/2025;12/01/2026;12/01/2026;29/12/2025;2026-02-02;09/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Livros e papelaria (material didático, artigos de escritório, etc.);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Sorocaba;M;entre 21 a 30 anos;2025;12;16/12/2025;;14/01/2026;31/12/2025;2026-02-05;09/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos (monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Morro Redondo;F;entre 51 a 60 anos;2025;12;16/12/2025;12/01/2026;12/01/2026;30/12/2025;2026-02-02;08/01/2026;13;14;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;F;entre 31 a 40 anos;2025;12;16/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-03;09/01/2026;14;14;Avianca - Voos internacionais;Transporte Aéreo;Transportes;Aéreo;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;M;entre 31 a 40 anos;2025;12;16/12/2025;14/01/2026;14/01/2026;30/12/2025;2026-02-04;10/01/2026;15;14;99App;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Aplicativo de mobilidade urbana;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2025;12;16/12/2025;;14/01/2026;31/12/2025;2026-02-05;09/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Instrumentos e acessórios musicais;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Sorocaba;F;entre 61 a 70 anos;2025;12;16/12/2025;13/01/2026;13/01/2026;29/12/2025;2026-02-03;10/01/2026;15;13;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 51 a 60 anos;2025;12;17/12/2025;15/01/2026;15/01/2026;31/12/2025;2026-02-05;11/01/2026;15;14;Mercado Pago;Empresas de Pagamento Eletrônico;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 41 a 50 anos;2025;12;17/12/2025;;12/01/2026;29/12/2025;2026-02-03;10/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Veículos ? Peças e Acessórios (roda, pneu, rádio, farol, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;F;entre 31 a 40 anos;2025;12;17/12/2025;;13/01/2026;30/12/2025;2026-02-04;10/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Perfumaria, cosméticos e higiene pessoal;Vício de Qualidade;Embalagem danificada / violada;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;F;entre 31 a 40 anos;2025;12;17/12/2025;;13/01/2026;30/12/2025;2026-02-04;10/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Cobrança / Contestação;Cobrança após cancelamento do serviço;Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;F;entre 31 a 40 anos;2025;12;17/12/2025;;12/01/2026;30/12/2025;2026-02-03;09/01/2026;13;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Santo André;M;até 20 anos;2025;12;17/12/2025;;13/01/2026;29/12/2025;2026-02-04;11/01/2026;15;;Netshoes;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Salto;M;entre 31 a 40 anos;2025;12;17/12/2025;12/01/2026;05/01/2026;18/12/2025;2026-02-02;14/01/2026;18;8;PicPay;Empresas de Pagamento Eletrônico;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;Patos;F;entre 41 a 50 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;29/12/2025;2026-02-02;10/01/2026;14;12;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;SE;Aracaju;M;entre 41 a 50 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-01;10/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;F;entre 31 a 40 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-03;10/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Pelotas;M;entre 31 a 40 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-03;10/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Livros e papelaria (material didático, artigos de escritório, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Santa Teresa;M;entre 21 a 30 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-03;10/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;mais de 70 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;29/12/2025;2026-02-02;10/01/2026;14;12;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Seguros;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Cerqueira César;M;entre 21 a 30 anos;2025;12;17/12/2025;;12/01/2026;30/12/2025;2026-02-03;09/01/2026;13;;Casas Bahia;Varejo;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 31 a 40 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-03;10/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Natal;M;entre 21 a 30 anos;2025;12;17/12/2025;;12/01/2026;31/12/2025;2026-02-03;08/01/2026;12;;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Monte Alegre;M;entre 61 a 70 anos;2025;12;17/12/2025;;09/01/2026;26/12/2025;2026-02-01;10/01/2026;14;;Banco Mercantil do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Telefone;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Feira de Santana;M;entre 21 a 30 anos;2025;12;17/12/2025;14/01/2026;14/01/2026;30/12/2025;2026-02-04;11/01/2026;15;13;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Itaberaba;M;entre 21 a 30 anos;2025;12;17/12/2025;;14/01/2026;30/12/2025;2026-02-05;11/01/2026;15;;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;AM;Manaus;M;entre 31 a 40 anos;2025;12;17/12/2025;;09/01/2026;26/12/2025;2026-02-01;10/01/2026;14;;Cardif Seguros e Garantias;Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros;Atendimento / SAC;SAC - Dificuldade de contato / acesso;Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 21 a 30 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;29/12/2025;2026-02-03;11/01/2026;15;12;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Joaquim Távora;F;entre 51 a 60 anos;2025;12;17/12/2025;;06/01/2026;22/12/2025;2026-02-02;11/01/2026;15;;Cardif Seguros e Garantias;Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Araras;M;entre 31 a 40 anos;2025;12;17/12/2025;12/01/2026;05/01/2026;18/12/2025;2026-02-02;14/01/2026;18;8;PicPay Invest (Antiga Liga Invest);Corretoras e Distribuidoras de Títulos e Investimentos;Serviços Financeiros;Investimentos / Aplicações / Câmbio / Previdência Privada;Vício de Qualidade;Clonagem, fraude, furto e roubo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Taiúva;M;entre 31 a 40 anos;2025;12;17/12/2025;;10/01/2026;30/12/2025;2026-02-01;07/01/2026;11;;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;Guarabira;F;entre 21 a 30 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;29/12/2025;2026-02-02;10/01/2026;14;12;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 41 a 50 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 31 a 40 anos;2025;12;17/12/2025;;07/01/2026;23/12/2025;2026-02-02;11/01/2026;15;;Icatu Seguros;Seguros, Capitalização e Previdência;Serviços Financeiros;Seguro Prestamista;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;MS;São Pedro;M;entre 21 a 30 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Livros e papelaria (material didático, artigos de escritório, etc.);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;MA;São Luís;F;entre 21 a 30 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, cafeteira etc );Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;MA;São Luís;M;entre 41 a 50 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;RR;Boa Vista;F;entre 21 a 30 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, cafeteira etc );Contrato / Oferta;Venda casada (garantia estendida, seguro, cursos etc);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Piracicaba;M;entre 31 a 40 anos;2025;12;17/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-02;10/01/2026;14;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada avaliada;Resolvida;4;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Natal;F;entre 21 a 30 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2025;12;17/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-04;10/01/2026;14;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, cafeteira etc );Contrato / Oferta;Produto falsificado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Parnamirim;F;entre 21 a 30 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Instrumentos e acessórios musicais;Entrega do Produto;Não entrega / demora na entrega do produto;Catálogo;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Uibaí;F;entre 21 a 30 anos;2025;12;17/12/2025;14/01/2026;14/01/2026;30/12/2025;2026-02-04;11/01/2026;15;13;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Maringá;F;entre 31 a 40 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;31/12/2025;2026-02-03;09/01/2026;13;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 51 a 60 anos;2025;12;17/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-03;10/01/2026;14;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;2;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;F;entre 41 a 50 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;31/12/2025;2026-02-01;09/01/2026;13;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Acessório para eletroeletrônicos (pilhas, baterias etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 41 a 50 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;F;entre 31 a 40 anos;2025;12;17/12/2025;;13/01/2026;30/12/2025;2026-02-04;10/01/2026;14;;Panvel Farmácias;Farmácias;Saúde;Medicamentos;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Vitória;M;entre 31 a 40 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;31/12/2025;2026-02-02;09/01/2026;13;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Resolvida;5;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2025;12;17/12/2025;13/01/2026;05/01/2026;18/12/2025;2026-02-03;14/01/2026;18;9;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 31 a 40 anos;2025;12;17/12/2025;;14/01/2026;31/12/2025;2026-02-05;10/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;PA;Belém;F;entre 41 a 50 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Produtos Veterinários (ração, acessórios etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Jundiaí;M;entre 31 a 40 anos;2025;12;17/12/2025;;14/01/2026;31/12/2025;2026-02-05;10/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Tablet;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Sorocaba;M;entre 41 a 50 anos;2025;12;18/12/2025;14/01/2026;05/01/2026;18/12/2025;2026-02-04;15/01/2026;18;9;Fast Shop;Varejo;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
