Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Análise;Data Recusa;Data Finalização;Prazo Resposta;Prazo Analise Gestor;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Ouricuri;F;mais de 70 anos;2023;11;24/11/2023;15/12/2023;08/12/2023;27/11/2023;2024-01-05;15/12/2023;11;10;Banco BNP Paribas;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Domicílio;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Ouricuri;F;mais de 70 anos;2023;11;24/11/2023;11/12/2023;08/12/2023;27/11/2023;2024-01-01;15/12/2023;11;6;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Domicílio;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;M;entre 41 a 50 anos;2023;11;24/11/2023;15/12/2023;12/12/2023;28/11/2023;2024-01-05;18/12/2023;14;7;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Vicente;M;entre 51 a 60 anos;2023;11;24/11/2023;14/12/2023;11/12/2023;27/11/2023;2024-01-04;18/12/2023;14;6;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Belo Jardim;M;entre 21 a 30 anos;2023;11;24/11/2023;15/12/2023;11/12/2023;30/11/2023;2024-01-05;15/12/2023;11;10;Magazine Luiza - Loja Online;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Informação;Informações incompletas / inadequadas sobre o produto (na oferta ou no manual);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Carmo;M;entre 21 a 30 anos;2023;11;24/11/2023;13/12/2023;11/12/2023;28/11/2023;2024-01-03;17/12/2023;13;6;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Programas Sociais;Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;Bayeux;M;entre 31 a 40 anos;2023;11;24/11/2023;19/12/2023;12/12/2023;27/11/2023;2024-01-09;19/12/2023;15;10;C6 Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;M;entre 31 a 40 anos;2023;11;25/11/2023;11/12/2023;11/12/2023;27/11/2023;2024-01-01;19/12/2023;14;2;Correios;Empresas de Serviços Postais e Logística;Demais Serviços ;Serviços Postais;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;Campina Grande;F;entre 31 a 40 anos;2023;11;25/11/2023;16/12/2023;12/12/2023;28/11/2023;2024-01-06;19/12/2023;14;7;Tudo Azul;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2023;11;25/11/2023;16/12/2023;11/12/2023;27/11/2023;2024-01-06;19/12/2023;14;7;iFood;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Serviços de entrega / delivery;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;F;entre 31 a 40 anos;2023;11;25/11/2023;18/12/2023;12/12/2023;28/11/2023;2024-01-08;19/12/2023;14;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Cabo Frio;F;mais de 70 anos;2023;11;25/11/2023;15/12/2023;11/12/2023;29/11/2023;2024-01-05;17/12/2023;12;8;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;João Pessoa;F;entre 51 a 60 anos;2023;11;25/11/2023;18/12/2023;12/12/2023;28/11/2023;2024-01-08;19/12/2023;14;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Hortolândia;F;entre 31 a 40 anos;2023;11;25/11/2023;13/12/2023;13/12/2023;29/11/2023;2024-01-03;19/12/2023;14;4;Cartões Itaú;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Dados Pessoais e Privacidade;Dificuldade de cancelamento / eliminação de dados / revogação do consentimento;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Guarulhos;M;entre 31 a 40 anos;2023;11;25/11/2023;19/12/2023;14/12/2023;30/11/2023;2024-01-09;19/12/2023;14;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;SE;Aracaju;M;entre 51 a 60 anos;2023;11;25/11/2023;14/12/2023;11/12/2023;01/12/2023;2024-01-01;15/12/2023;10;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Itaboraí;M;mais de 70 anos;2023;11;25/11/2023;13/12/2023;12/12/2023;29/11/2023;2024-01-03;18/12/2023;13;5;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 31 a 40 anos;2023;11;25/11/2023;18/12/2023;11/12/2023;27/11/2023;2024-01-05;19/12/2023;14;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;João Pessoa;M;entre 31 a 40 anos;2023;11;25/11/2023;20/12/2023;12/12/2023;27/11/2023;2024-01-10;20/12/2023;15;10;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;MS;Miranda;M;entre 21 a 30 anos;2023;11;26/11/2023;;11/12/2023;05/12/2023;2024-01-03;12/12/2023;6;;Adidas;Vestuário, Calçados e Acessórios;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;São Gonçalo;M;entre 21 a 30 anos;2023;11;26/11/2023;12/12/2023;11/12/2023;29/11/2023;2024-01-02;18/12/2023;12;4;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Dados Pessoais e Privacidade;Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Américo Brasiliense;M;entre 41 a 50 anos;2023;11;26/11/2023;18/12/2023;12/12/2023;30/11/2023;2024-01-08;18/12/2023;12;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;mais de 70 anos;2023;11;26/11/2023;14/12/2023;07/12/2023;28/11/2023;2024-01-04;15/12/2023;9;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 51 a 60 anos;2023;11;26/11/2023;21/12/2023;19/12/2023;04/12/2023;2024-01-10;21/12/2023;15;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Atendimento / SAC;SAC - Descortesia / despreparo / demora;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;PA;Belém;M;entre 31 a 40 anos;2023;11;26/11/2023;12/12/2023;12/12/2023;06/12/2023;2024-01-02;12/12/2023;6;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Taboão da Serra;F;entre 31 a 40 anos;2023;11;26/11/2023;19/12/2023;11/12/2023;27/11/2023;2024-01-09;20/12/2023;14;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Barueri;F;entre 61 a 70 anos;2023;11;26/11/2023;20/12/2023;19/12/2023;04/12/2023;2024-01-10;21/12/2023;15;9;Mercado Livre;Empresas de Intermediação de Serviços / Negócios;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Votorantim;M;entre 51 a 60 anos;2023;11;26/11/2023;14/12/2023;11/12/2023;30/11/2023;2024-01-04;17/12/2023;11;7;Itaú Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Coordenação Estadual do Procon de Rondônia;Plataforma Web;N ;RO;Cacoal;F;entre 41 a 50 anos;2023;11;27/11/2023;20/12/2023;20/12/2023;05/12/2023;2024-01-10;22/12/2023;15;8;Tudo Azul;Programas de Fidelidade;Transportes;Aéreo;Vício de Qualidade;Cancelamento de voo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;São Gonçalo;F;entre 41 a 50 anos;2023;11;27/11/2023;18/12/2023;11/12/2023;28/11/2023;2024-01-08;20/12/2023;13;8;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Osasco;F;entre 21 a 30 anos;2023;11;27/11/2023;13/12/2023;07/12/2023;28/11/2023;2024-01-03;16/12/2023;9;7;Correios;Empresas de Serviços Postais e Logística;Demais Serviços ;Serviços Postais;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Fortaleza;M;entre 41 a 50 anos;2023;11;27/11/2023;;13/12/2023;06/12/2023;2024-01-05;14/12/2023;7;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Cobrança / Contestação;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Cotia;F;entre 41 a 50 anos;2023;11;27/11/2023;11/12/2023;08/12/2023;28/11/2023;2024-01-01;17/12/2023;10;4;Cielo;Empresas de Pagamento Eletrônico;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Itatiaia;M;entre 41 a 50 anos;2023;11;27/11/2023;18/12/2023;11/12/2023;29/11/2023;2024-01-08;19/12/2023;12;9;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;MS;Rio Verde de Mato Grosso;M;entre 31 a 40 anos;2023;11;27/11/2023;12/12/2023;04/12/2023;29/11/2023;2024-01-02;12/12/2023;5;10;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Guarulhos;F;entre 31 a 40 anos;2023;11;27/11/2023;13/12/2023;07/12/2023;28/11/2023;2024-01-03;16/12/2023;9;7;Correios;Empresas de Serviços Postais e Logística;Demais Serviços ;Serviços Postais;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2023;11;27/11/2023;16/12/2023;11/12/2023;28/11/2023;2024-01-06;20/12/2023;13;6;iFood;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Serviços de entrega / delivery;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Nova Iguaçu;M;entre 41 a 50 anos;2023;11;27/11/2023;14/12/2023;12/12/2023;30/11/2023;2024-01-04;19/12/2023;12;5;Volkswagen;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Demais Produtos;Veículos ? Peças e Acessórios (roda, pneu, rádio, farol, etc.);Saúde e Segurança;Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Mesquita;M;entre 31 a 40 anos;2023;11;27/11/2023;14/12/2023;07/12/2023;27/11/2023;2024-01-03;17/12/2023;10;7;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 31 a 40 anos;2023;11;27/11/2023;12/12/2023;05/12/2023;30/11/2023;2024-01-01;12/12/2023;5;10;C6 Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Alteração / rescisão de contrato sem solicitação / aviso prévio;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Niterói;M;mais de 70 anos;2023;11;27/11/2023;19/12/2023;11/12/2023;28/11/2023;2024-01-09;20/12/2023;13;9;Enel Distribuição Rio (Ampla);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Vício de Qualidade;Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Fortaleza;M;entre 41 a 50 anos;2023;11;27/11/2023;11/12/2023;11/12/2023;02/12/2023;2024-01-01;16/12/2023;9;5;Azul Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Cancelamento de voo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;F;entre 21 a 30 anos;2023;11;27/11/2023;14/12/2023;13/12/2023;29/11/2023;2024-01-04;21/12/2023;14;3;Zattini;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Fortaleza;M;entre 31 a 40 anos;2023;11;27/11/2023;13/12/2023;13/12/2023;05/12/2023;2024-01-03;15/12/2023;8;8;Tudo Azul;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Paulista;M;entre 51 a 60 anos;2023;11;27/11/2023;14/12/2023;08/12/2023;28/11/2023;2024-01-04;17/12/2023;10;7;Correios;Empresas de Serviços Postais e Logística;Demais Serviços ;Serviços Postais;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Mauá;M;entre 31 a 40 anos;2023;11;27/11/2023;20/12/2023;12/12/2023;28/11/2023;2024-01-08;21/12/2023;14;9;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;N;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Contagem;M;entre 41 a 50 anos;2023;11;27/11/2023;16/12/2023;11/12/2023;01/12/2023;2024-01-06;17/12/2023;10;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Caxias do Sul;M;entre 41 a 50 anos;2023;11;27/11/2023;12/12/2023;05/12/2023;29/11/2023;2024-01-02;13/12/2023;6;9;Banco Safra;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São José dos Campos;F;entre 51 a 60 anos;2023;11;27/11/2023;16/12/2023;12/12/2023;30/11/2023;2024-01-06;19/12/2023;12;7;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;F;entre 61 a 70 anos;2023;11;27/11/2023;19/12/2023;19/12/2023;05/12/2023;2024-01-09;21/12/2023;14;8;Tudo Azul;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Vício de Qualidade;Serviço não realizado no prazo ou incompleto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Santa Maria;M;entre 41 a 50 anos;2023;11;27/11/2023;12/12/2023;11/12/2023;05/12/2023;2024-01-02;13/12/2023;6;9;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Timóteo;F;entre 51 a 60 anos;2023;11;27/11/2023;11/12/2023;04/12/2023;30/11/2023;2024-01-01;11/12/2023;4;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 51 a 60 anos;2023;11;27/11/2023;13/12/2023;07/12/2023;28/11/2023;2024-01-03;16/12/2023;9;7;Americanas.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, cafeteira etc );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Trindade;F;entre 51 a 60 anos;2023;11;27/11/2023;18/12/2023;17/12/2023;06/12/2023;2024-01-08;18/12/2023;11;10;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;F;entre 41 a 50 anos;2023;11;27/11/2023;13/12/2023;11/12/2023;05/12/2023;2024-01-03;13/12/2023;6;10;iFood;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Serviços de entrega / delivery;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
