Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Análise;Data Recusa;Data Finalização;Prazo Resposta;Prazo Analise Gestor;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Secretaria Nacional do Consumidor;Plataforma Web;NE;AL;Arapiraca;M;entre 31 a 40 anos;2025;5;20/05/2025;;09/06/2025;30/05/2025;2025-07-01;09/06/2025;10;;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 41 a 50 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;26/05/2025;2025-07-01;14/06/2025;15;6;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Negativação indevida (SPC, Serasa, SCPC etc);Telefone;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2025;5;20/05/2025;13/06/2025;06/06/2025;22/05/2025;2025-07-04;14/06/2025;15;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;M;entre 21 a 30 anos;2025;5;20/05/2025;13/06/2025;12/06/2025;28/05/2025;2025-07-04;14/06/2025;15;9;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Cabo Frio;F;entre 61 a 70 anos;2025;5;20/05/2025;12/06/2025;10/06/2025;27/05/2025;2025-07-03;13/06/2025;14;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Cajamar;M;entre 31 a 40 anos;2025;5;20/05/2025;11/06/2025;04/06/2025;22/05/2025;2025-07-02;12/06/2025;13;9;Google;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Funcionamento inadequado do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Marechal Floriano;F;entre 41 a 50 anos;2025;5;20/05/2025;13/06/2025;11/06/2025;28/05/2025;2025-07-04;13/06/2025;14;10;Avianca - Voos internacionais;Transporte Aéreo;Transportes;Aéreo;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Sete Lagoas;F;entre 31 a 40 anos;2025;5;20/05/2025;13/06/2025;13/06/2025;30/05/2025;2025-07-04;13/06/2025;14;10;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Atendimento / SAC;Dificuldade de contato / acesso a outros canais (exceto SAC);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Belford Roxo;F;entre 61 a 70 anos;2025;5;21/05/2025;10/06/2025;10/06/2025;27/05/2025;2025-07-01;14/06/2025;14;6;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;M;entre 21 a 30 anos;2025;5;21/05/2025;13/06/2025;13/06/2025;30/05/2025;2025-07-04;14/06/2025;14;9;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Livros e papelaria (material didático, artigos de escritório, etc.);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2025;5;21/05/2025;13/06/2025;11/06/2025;27/05/2025;2025-07-04;15/06/2025;15;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;Dificuldade de contato / acesso a outros canais (exceto SAC);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 21 a 30 anos;2025;5;21/05/2025;10/06/2025;10/06/2025;29/05/2025;2025-07-01;12/06/2025;12;8;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;Dificuldade de contato / acesso a outros canais (exceto SAC);Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Florianópolis;M;entre 51 a 60 anos;2025;5;21/05/2025;11/06/2025;09/06/2025;28/05/2025;2025-07-02;12/06/2025;12;9;Icatu Seguros;Seguros, Capitalização e Previdência;Serviços Financeiros;Seguro Prestamista;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Florianópolis;M;entre 51 a 60 anos;2025;5;21/05/2025;10/06/2025;09/06/2025;30/05/2025;2025-07-01;10/06/2025;10;10;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;João Pessoa;M;entre 31 a 40 anos;2025;5;21/05/2025;13/06/2025;06/06/2025;22/05/2025;2025-07-04;15/06/2025;15;8;Cartões Itaú;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Renegociação / parcelamento de dívida;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Timóteo;M;entre 41 a 50 anos;2025;5;21/05/2025;13/06/2025;10/06/2025;26/05/2025;2025-07-04;15/06/2025;15;8;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Varginha;M;entre 41 a 50 anos;2025;5;21/05/2025;13/06/2025;05/06/2025;22/05/2025;2025-07-04;14/06/2025;14;9;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Informação;Informações incompletas / inadequadas sobre o serviço;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Bernardo do Campo;F;entre 61 a 70 anos;2025;5;21/05/2025;11/06/2025;09/06/2025;28/05/2025;2025-07-02;12/06/2025;12;9;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Serra Dourada;M;entre 61 a 70 anos;2025;5;21/05/2025;13/06/2025;13/06/2025;29/05/2025;2025-07-04;15/06/2025;15;8;Cardif Seguros e Garantias;Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros;Contrato / Oferta;Venda casada (imposição de seguro, empréstimo, título de capitalização etc);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;João Pessoa;M;entre 41 a 50 anos;2025;5;21/05/2025;13/06/2025;13/06/2025;30/05/2025;2025-07-04;14/06/2025;14;9;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 41 a 50 anos;2025;5;21/05/2025;13/06/2025;13/06/2025;30/05/2025;2025-07-04;14/06/2025;14;9;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Cobrança / Contestação;Cobrança adicional não informada previamente (frete, montagem, taxas);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Caratinga;F;entre 41 a 50 anos;2025;5;21/05/2025;11/06/2025;10/06/2025;26/05/2025;2025-07-02;15/06/2025;15;6;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;São João de Meriti;M;entre 41 a 50 anos;2025;5;21/05/2025;13/06/2025;10/06/2025;26/05/2025;2025-07-04;15/06/2025;15;8;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Contrato / Oferta;Dificuldade para alterar ou cancelar o contrato /serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Iturama;M;entre 21 a 30 anos;2025;5;21/05/2025;11/06/2025;10/06/2025;27/05/2025;2025-07-02;14/06/2025;14;7;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 61 a 70 anos;2025;5;21/05/2025;11/06/2025;06/06/2025;23/05/2025;2025-07-02;14/06/2025;14;7;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Atendimento / SAC;SAC - Dificuldade de contato / acesso;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;F;entre 41 a 50 anos;2025;5;21/05/2025;13/06/2025;13/06/2025;29/05/2025;2025-07-04;15/06/2025;15;8;Azul Linhas Aéreas;Transporte Aéreo;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Ganhei de presente;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Contagem;M;entre 61 a 70 anos;2025;5;21/05/2025;13/06/2025;10/06/2025;26/05/2025;2025-07-04;15/06/2025;15;8;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Contagem;F;entre 51 a 60 anos;2025;5;21/05/2025;13/06/2025;12/06/2025;28/05/2025;2025-07-04;15/06/2025;15;8;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Santo André;F;entre 21 a 30 anos;2025;5;21/05/2025;12/06/2025;10/06/2025;27/05/2025;2025-07-03;14/06/2025;14;8;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Uberaba;F;entre 21 a 30 anos;2025;5;21/05/2025;11/06/2025;10/06/2025;26/05/2025;2025-07-02;15/06/2025;15;6;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Recife;M;entre 21 a 30 anos;2025;5;21/05/2025;13/06/2025;10/06/2025;27/05/2025;2025-07-04;14/06/2025;14;9;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (exceto SAC);Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Cachoeiro de Itapemirim;M;entre 61 a 70 anos;2025;5;21/05/2025;12/06/2025;11/06/2025;28/05/2025;2025-07-03;14/06/2025;14;8;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Dados Pessoais e Privacidade;Dificuldade de acesso a dados pessoais ou financeiros;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Navegantes;F;mais de 70 anos;2025;5;21/05/2025;10/06/2025;09/06/2025;28/05/2025;2025-07-01;12/06/2025;12;8;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Recife;F;entre 21 a 30 anos;2025;5;21/05/2025;10/06/2025;03/06/2025;23/05/2025;2025-07-01;11/06/2025;11;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;MA;Presidente Dutra;F;mais de 70 anos;2025;5;21/05/2025;10/06/2025;02/06/2025;23/05/2025;2025-07-01;10/06/2025;10;10;Bradesco Financiamentos;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2025;5;21/05/2025;13/06/2025;10/06/2025;26/05/2025;2025-07-04;15/06/2025;15;8;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Caruaru;M;entre 41 a 50 anos;2025;5;21/05/2025;13/06/2025;06/06/2025;23/05/2025;2025-07-04;14/06/2025;14;9;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Renegociação / parcelamento de dívida;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Sete Lagoas;M;entre 61 a 70 anos;2025;5;21/05/2025;14/06/2025;13/06/2025;30/05/2025;2025-07-05;14/06/2025;14;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Dados Pessoais e Privacidade;Falta de clareza / transparência no uso dos dados pessoais ou financeiros (falta de informação sobre a finalidade, período de armazenamento ou compartilhamento) ;Domicílio;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Chapecó;F;entre 51 a 60 anos;2025;5;21/05/2025;10/06/2025;09/06/2025;30/05/2025;2025-07-01;10/06/2025;10;10;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Seguros;Contrato / Oferta;Dificuldade para alterar ou cancelar o contrato /serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
