Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Análise;Data Recusa;Data Finalização;Prazo Resposta;Prazo Analise Gestor;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Florianópolis;M;entre 21 a 30 anos;2025;5;19/05/2025;;09/06/2025;29/05/2025;2025-07-01;09/06/2025;11;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 61 a 70 anos;2025;5;19/05/2025;10/06/2025;10/06/2025;26/05/2025;2025-07-01;13/06/2025;15;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Cobrança / Contestação;Negativação indevida (SPC, Serasa, SCPC etc);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Juiz de Fora;F;entre 61 a 70 anos;2025;5;19/05/2025;12/06/2025;06/06/2025;22/05/2025;2025-07-03;13/06/2025;15;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Cláudio;M;entre 51 a 60 anos;2025;5;19/05/2025;13/06/2025;11/06/2025;27/05/2025;2025-07-04;13/06/2025;15;10;Cardif Seguros e Garantias;Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 31 a 40 anos;2025;5;19/05/2025;;12/06/2025;28/05/2025;2025-07-05;13/06/2025;15;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Recife;F;mais de 70 anos;2025;5;19/05/2025;11/06/2025;04/06/2025;22/05/2025;2025-07-02;11/06/2025;13;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Riachão do Jacuípe;F;entre 61 a 70 anos;2025;5;19/05/2025;12/06/2025;10/06/2025;26/05/2025;2025-07-03;13/06/2025;15;9;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Tiradentes;F;entre 51 a 60 anos;2025;5;19/05/2025;13/06/2025;12/06/2025;28/05/2025;2025-07-04;13/06/2025;15;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 41 a 50 anos;2025;5;19/05/2025;11/06/2025;02/06/2025;19/05/2025;2025-07-02;12/06/2025;14;9;Banco BTG Pactual;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Investimentos / Aplicações / Câmbio / Previdência Privada;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Poços de Caldas;M;mais de 70 anos;2025;5;19/05/2025;12/06/2025;10/06/2025;26/05/2025;2025-07-03;13/06/2025;15;9;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 21 a 30 anos;2025;5;19/05/2025;11/06/2025;11/06/2025;27/05/2025;2025-07-02;13/06/2025;15;8;Tudo Azul;Programas de Fidelidade;Transportes;Aéreo;Contrato / Oferta;Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Lagoa da Prata;F;entre 21 a 30 anos;2025;5;19/05/2025;11/06/2025;10/06/2025;26/05/2025;2025-07-02;13/06/2025;15;8;Azul Linhas Aéreas;Transporte Aéreo;Transportes;Cargas e Encomendas;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;M;entre 31 a 40 anos;2025;5;19/05/2025;13/06/2025;13/06/2025;29/05/2025;2025-07-04;13/06/2025;15;10;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, cafeteira etc );Contrato / Oferta;Produto falsificado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Santa Efigênia de Minas;M;entre 21 a 30 anos;2025;5;19/05/2025;12/06/2025;05/06/2025;21/05/2025;2025-07-03;13/06/2025;15;9;Banco ABC;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Araxá;F;mais de 70 anos;2025;5;19/05/2025;12/06/2025;10/06/2025;26/05/2025;2025-07-03;13/06/2025;15;9;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 51 a 60 anos;2025;5;19/05/2025;11/06/2025;02/06/2025;20/05/2025;2025-07-02;11/06/2025;13;10;Casas Bahia;Varejo;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Cobrança / Contestação;Negativação indevida (SPC, Serasa, SCPC etc);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 41 a 50 anos;2025;5;19/05/2025;11/06/2025;10/06/2025;26/05/2025;2025-07-02;13/06/2025;15;8;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Dados Pessoais e Privacidade;Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 41 a 50 anos;2025;5;19/05/2025;12/06/2025;11/06/2025;28/05/2025;2025-07-03;12/06/2025;14;10;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Araçatuba;M;entre 31 a 40 anos;2025;5;19/05/2025;11/06/2025;03/06/2025;20/05/2025;2025-07-02;12/06/2025;14;9;Casasbahia.com;Comércio Eletrônico;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 21 a 30 anos;2025;5;19/05/2025;11/06/2025;05/06/2025;21/05/2025;2025-07-02;13/06/2025;15;8;Zurich Seguros;Seguros, Capitalização e Previdência;Serviços Financeiros;Seguro Prestamista;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Taubaté;M;entre 41 a 50 anos;2025;5;19/05/2025;12/06/2025;12/06/2025;28/05/2025;2025-07-03;13/06/2025;15;9;Itaú Unibanco Crédito Imobiliário;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Seguro Habitacional (financiamento para aquisição, reforma ou construção de imóvel);Cobrança / Contestação;Reajuste - Discordância / dúvida;Loja física;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Itajubá;M;até 20 anos;2025;5;19/05/2025;10/06/2025;06/06/2025;23/05/2025;2025-07-01;12/06/2025;14;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Igarassu;M;entre 61 a 70 anos;2025;5;19/05/2025;11/06/2025;04/06/2025;22/05/2025;2025-07-02;11/06/2025;13;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Vício de Qualidade;Margem consignável - bloqueio/ contestação;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Ribeirão Preto;F;entre 21 a 30 anos;2025;5;19/05/2025;11/06/2025;05/06/2025;21/05/2025;2025-07-02;13/06/2025;15;8;Latam Airlines (Tam);Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Falta de acesso a comunicação, alimentação, acomodação e/ou traslado em caso de atraso, cancelamento ou interrupção de voo;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Carmo do Paranaíba;F;entre 31 a 40 anos;2025;5;19/05/2025;12/06/2025;05/06/2025;21/05/2025;2025-07-03;13/06/2025;15;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 21 a 30 anos;2025;5;19/05/2025;;05/06/2025;21/05/2025;2025-07-05;13/06/2025;15;;Ingresso.com;Entretenimento;Demais Serviços ;Cultura / Esporte / Lazer / Eventos (shows, jogos, cinema, teatro, festas, clubes, academias de ginástica);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 41 a 50 anos;2025;5;19/05/2025;10/06/2025;10/06/2025;26/05/2025;2025-07-01;13/06/2025;15;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;São José;F;entre 61 a 70 anos;2025;5;19/05/2025;10/06/2025;09/06/2025;28/05/2025;2025-07-01;10/06/2025;12;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cartão não solicitado - Envio ou cobrança;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 21 a 30 anos;2025;5;19/05/2025;12/06/2025;04/06/2025;21/05/2025;2025-07-03;12/06/2025;14;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Lauro de Freitas;M;entre 21 a 30 anos;2025;5;19/05/2025;13/06/2025;13/06/2025;29/05/2025;2025-07-04;13/06/2025;15;10;Neoenergia Coelba;Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Contrato / Oferta;Dificuldade para obter nova ligação de energia ou alteração de carga (sem necessidade de obras);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 31 a 40 anos;2025;5;19/05/2025;12/06/2025;05/06/2025;21/05/2025;2025-07-02;13/06/2025;15;9;Itaú Unibanco Capitalização;Seguros, Capitalização e Previdência;Serviços Financeiros;Investimentos / Aplicações / Câmbio / Previdência Privada;Atendimento / SAC;Dificuldade de contato / acesso a outros canais (exceto SAC);Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Ipatinga;F;até 20 anos;2025;5;19/05/2025;;06/06/2025;22/05/2025;2025-07-05;13/06/2025;15;;Magazine Luiza - Loja Online;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;mais de 70 anos;2025;5;19/05/2025;10/06/2025;10/06/2025;26/05/2025;2025-07-01;13/06/2025;15;7;Itaú Unibanco Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Brumadinho;F;entre 41 a 50 anos;2025;5;19/05/2025;13/06/2025;05/06/2025;21/05/2025;2025-07-04;13/06/2025;15;10;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Olinda;F;entre 51 a 60 anos;2025;5;19/05/2025;11/06/2025;06/06/2025;24/05/2025;2025-07-02;11/06/2025;13;10;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Negativação indevida sem contratação do serviço ? fraude bancária;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2025;5;19/05/2025;10/06/2025;04/06/2025;23/05/2025;2025-07-01;10/06/2025;12;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;São Gonçalo;M;entre 31 a 40 anos;2025;5;19/05/2025;12/06/2025;04/06/2025;21/05/2025;2025-07-03;12/06/2025;14;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Sorocaba;M;entre 21 a 30 anos;2025;5;20/05/2025;12/06/2025;05/06/2025;21/05/2025;2025-07-03;14/06/2025;15;8;Casas Bahia;Varejo;Demais Produtos;Móveis e Colchões;Cobrança / Contestação;Negativação indevida (SPC, Serasa, SCPC etc);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Juiz de Fora;F;entre 31 a 40 anos;2025;5;20/05/2025;;12/06/2025;29/05/2025;2025-07-05;13/06/2025;14;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Arcos;F;entre 31 a 40 anos;2025;5;20/05/2025;13/06/2025;05/06/2025;21/05/2025;2025-07-04;14/06/2025;15;9;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 41 a 50 anos;2025;5;20/05/2025;13/06/2025;05/06/2025;21/05/2025;2025-07-04;14/06/2025;15;9;Casas Bahia;Varejo;Produtos de Telefonia e Informática;Microcomputador e laptops;Contrato / Oferta;Venda casada (garantia estendida, seguro, cursos etc);Loja física;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Caruaru;M;entre 31 a 40 anos;2025;5;20/05/2025;13/06/2025;11/06/2025;28/05/2025;2025-07-04;13/06/2025;14;10;PicPay;Empresas de Pagamento Eletrônico;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Luís Eduardo Magalhães;M;entre 41 a 50 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;27/05/2025;2025-07-01;13/06/2025;14;7;Cardif Seguros e Garantias;Seguros, Capitalização e Previdência;Serviços Financeiros;Seguros de Veículos;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Petrolina;M;entre 51 a 60 anos;2025;5;20/05/2025;13/06/2025;06/06/2025;22/05/2025;2025-07-04;14/06/2025;15;9;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 61 a 70 anos;2025;5;20/05/2025;12/06/2025;10/06/2025;26/05/2025;2025-07-01;14/06/2025;15;8;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada avaliada;Não Resolvida;5;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Olinda;F;entre 51 a 60 anos;2025;5;20/05/2025;11/06/2025;11/06/2025;29/05/2025;2025-07-02;12/06/2025;13;9;Itaú Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Negativação indevida referente a cobrança não reconhecida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Brusque;F;entre 21 a 30 anos;2025;5;20/05/2025;12/06/2025;06/06/2025;23/05/2025;2025-07-03;13/06/2025;14;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Magé;F;entre 61 a 70 anos;2025;5;20/05/2025;11/06/2025;10/06/2025;28/05/2025;2025-07-02;12/06/2025;13;9;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Ipaussu;F;entre 31 a 40 anos;2025;5;20/05/2025;12/06/2025;04/06/2025;22/05/2025;2025-07-03;12/06/2025;13;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;João Dourado;M;entre 31 a 40 anos;2025;5;20/05/2025;12/06/2025;12/06/2025;28/05/2025;2025-07-03;14/06/2025;15;8;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Oliveira;F;entre 61 a 70 anos;2025;5;20/05/2025;12/06/2025;06/06/2025;23/05/2025;2025-07-03;13/06/2025;14;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;João Monlevade;M;entre 21 a 30 anos;2025;5;20/05/2025;12/06/2025;06/06/2025;22/05/2025;2025-07-03;14/06/2025;15;8;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Sorocaba;F;mais de 70 anos;2025;5;20/05/2025;12/06/2025;04/06/2025;22/05/2025;2025-07-03;12/06/2025;13;10;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Naque;F;entre 31 a 40 anos;2025;5;20/05/2025;13/06/2025;12/06/2025;28/05/2025;2025-07-04;14/06/2025;15;9;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Livros e papelaria (material didático, artigos de escritório, etc.);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
